Date,AAPL,MSFT,ASML.AS,^GSPC,EURUSD,^IRX,Portfolio_PnL,Loss
2016-08-24,-1890.4147278026037,258.9203453457228,-689.4861687317075,-1050.8110519343747,-325.75303846624126,-0.0,-3697.5446415892047,3697.5446415892047
2016-08-25,-1066.8864305968045,947.2769448463407,-2273.2165556526684,-273.232079329091,-656.6157946133894,-0.0,-3322.6739153456124,3322.6739153456124
2016-08-26,-1468.4092082023726,-602.3988392309047,1097.7529970642952,-316.01284774265577,473.6385626620087,-0.0,-815.4293354496292,815.4293354496292
2016-08-29,-280.72113238900965,301.3808617523372,1028.9340971055144,1042.885685734869,-1619.2645287001073,-0.0,473.2149835036039,-473.2149835036039
2016-08-30,-1926.4397592167813,-905.1793127135287,2394.2158278767783,-391.1182814245556,-118.67542774062503,-4.999995231628404,-952.1969484503406,952.1969484503406
2016-08-31,235.6179517240076,-1863.9751864223383,-2645.7717606967576,-475.7382211125213,-708.3833553061444,1.2499988079070907,-5457.0005730058465,5457.0005730058465
2016-09-01,1480.1567848303089,565.038554804393,0.0,-8.277077882288499,133.8796484819056,1.2499988079071045,2172.047909042226,-2172.047909042226
2016-09-02,2331.393685446432,346.95821100978935,2873.283241629118,838.4483198069235,715.5945582731075,2.9999986290931844,7108.678014794464,-7108.678014794464
2016-09-05,0.0,0.0,-1348.1710629450015,0.0,-693.2508340166959,-0.0,-2041.4218969616973,2041.4218969616973
2016-09-06,-69.64108068008106,-260.1781471420517,-83.28468447173125,595.4484740010698,-156.22337273829544,-0.0,26.12118896891036,-26.12118896891036
2016-09-07,1527.3713830363622,216.846289258853,353.6989510941168,-29.27918765869019,1792.5376662087365,-6.7500025033950815,3854.425099435983,-3854.425099435983
2016-09-08,-6639.617277451612,-999.1769399927135,-7560.9304611690895,-445.09763849405766,-224.92975701409475,-0.7499977946281572,-15870.502071916195,15870.502071916195
2016-09-09,-5727.615197574839,-5368.058628004568,-1255.8015477871718,-4965.5484821672835,540.2869825416859,-0.0,-16776.73687299218,16776.73687299218
2016-09-12,5538.062789470226,3708.3379853847337,-2491.5909124751615,2914.0774466868866,-538.059974845163,-4.249997437000275,9126.577336784521,-9126.577336784521
2016-09-13,5881.445906202678,-2289.1576340687643,-837.4638894836855,-2988.349655642167,42.73253473678004,1.2499988079071045,-189.54273944725128,189.54273944725128
2016-09-14,8693.788437925881,-1196.916529680451,-863.1283320683941,-117.56987996256717,-442.50630637109646,7.500000298023224,6081.167390141395,-6081.167390141395
